datum,station,datum,feinstaubbelastung,ozonbelastung,stickstoffoxid,luftqualität
2022-10-03 21:00:00,DEBW046,2022-10-03 21:00:00,5.0,30,10,sehr gut
2022-10-03 22:00:00,DEBW046,2022-10-03 22:00:00,5.0,21,14,sehr gut
2022-10-03 23:00:00,DEBW046,2022-10-03 23:00:00,6.0,8,20,sehr gut
2022-10-04 00:00:00,DEBW046,2022-10-04 00:00:00,6.0,9,17,sehr gut
2022-10-04 01:00:00,DEBW046,2022-10-04 01:00:00,6.0,8,12,sehr gut
2022-10-04 02:00:00,DEBW046,2022-10-04 02:00:00,7.0,10,10,sehr gut
2022-10-04 03:00:00,DEBW046,2022-10-04 03:00:00,7.0,9,13,sehr gut
2022-10-04 04:00:00,DEBW046,2022-10-04 04:00:00,7.0,-,15,sehr gut
2022-10-04 05:00:00,DEBW046,2022-10-04 05:00:00,7.0,5,15,sehr gut
2022-10-04 06:00:00,DEBW046,2022-10-04 06:00:00,7.0,4,15,sehr gut
2022-10-04 07:00:00,DEBW046,2022-10-04 07:00:00,7.0,2,16,sehr gut
2022-10-04 08:00:00,DEBW046,2022-10-04 08:00:00,7.0,2,16,sehr gut
2022-10-04 09:00:00,DEBW046,2022-10-04 09:00:00,7.0,4,16,sehr gut
2022-10-04 10:00:00,DEBW046,2022-10-04 10:00:00,7.0,6,16,sehr gut
2022-10-04 11:00:00,DEBW046,2022-10-04 11:00:00,7.0,8,14,sehr gut
2022-10-04 12:00:00,DEBW046,2022-10-04 12:00:00,7.0,9,11,sehr gut
2022-10-04 13:00:00,DEBW046,2022-10-04 13:00:00,8.0,19,10,sehr gut
2022-10-04 14:00:00,DEBW046,2022-10-04 14:00:00,8.0,34,8,sehr gut
2022-10-04 15:00:00,DEBW046,2022-10-04 15:00:00,9.0,45,8,sehr gut
2022-10-04 16:00:00,DEBW046,2022-10-04 16:00:00,10.0,46,10,sehr gut
2022-10-04 17:00:00,DEBW046,2022-10-04 17:00:00,10.0,38,14,sehr gut
2022-10-04 18:00:00,DEBW046,2022-10-04 18:00:00,10.0,32,13,sehr gut
2022-10-04 19:00:00,DEBW046,2022-10-04 19:00:00,10.0,22,21,gut
2022-10-04 20:00:00,DEBW046,2022-10-04 20:00:00,10.0,2,31,gut
2022-10-04 21:00:00,DEBW046,2022-10-04 21:00:00,10.0,0.8,25,gut
2022-10-04 22:00:00,DEBW046,2022-10-04 22:00:00,10.0,1,17,sehr gut
2022-10-04 23:00:00,DEBW046,2022-10-04 23:00:00,11.0,0.9,15,sehr gut
2022-10-05 00:00:00,DEBW046,2022-10-05 00:00:00,11.0,0.9,12,sehr gut
2022-10-05 01:00:00,DEBW046,2022-10-05 01:00:00,11.0,0.9,10,sehr gut
2022-10-05 02:00:00,DEBW046,2022-10-05 02:00:00,11.0,0.8,11,sehr gut
2022-10-05 03:00:00,DEBW046,2022-10-05 03:00:00,11.0,0.7,11,sehr gut
2022-10-05 04:00:00,DEBW046,2022-10-05 04:00:00,11.0,0.7,10,sehr gut
2022-10-05 05:00:00,DEBW046,2022-10-05 05:00:00,11.0,-,-,sehr gut
2022-10-05 06:00:00,DEBW046,2022-10-05 06:00:00,11.0,0.7,13,sehr gut
2022-10-05 07:00:00,DEBW046,2022-10-05 07:00:00,12.0,0.6,13,sehr gut
2022-10-05 08:00:00,DEBW046,2022-10-05 08:00:00,12.0,0.9,17,sehr gut
2022-10-05 09:00:00,DEBW046,2022-10-05 09:00:00,12.0,2,20,sehr gut
2022-10-05 10:00:00,DEBW046,2022-10-05 10:00:00,12.0,14,13,sehr gut
2022-10-05 11:00:00,DEBW046,2022-10-05 11:00:00,12.0,28,8,sehr gut
2022-10-05 12:00:00,DEBW046,2022-10-05 12:00:00,12.0,38,8,sehr gut
2022-10-05 13:00:00,DEBW046,2022-10-05 13:00:00,12.0,51,7,sehr gut
2022-10-05 14:00:00,DEBW046,2022-10-05 14:00:00,12.0,64,5,gut
2022-10-05 15:00:00,DEBW046,2022-10-05 15:00:00,11.0,65,6,gut
2022-10-05 16:00:00,DEBW046,2022-10-05 16:00:00,10.0,70,5,gut
2022-10-05 17:00:00,DEBW046,2022-10-05 17:00:00,10.0,69,6,gut
2022-10-05 18:00:00,DEBW046,2022-10-05 18:00:00,10.0,57,11,sehr gut
2022-10-05 19:00:00,DEBW046,2022-10-05 19:00:00,10.0,46,17,sehr gut
2022-10-05 20:00:00,DEBW046,2022-10-05 20:00:00,12.0,20,37,gut
2022-10-05 21:00:00,DEBW046,2022-10-05 21:00:00,11.0,37,15,sehr gut
2022-10-05 22:00:00,DEBW046,2022-10-05 22:00:00,11.0,18,28,gut
2022-10-05 23:00:00,DEBW046,2022-10-05 23:00:00,11.0,35,18,sehr gut
2022-10-06 00:00:00,DEBW046,2022-10-06 00:00:00,11.0,23,21,gut
2022-10-06 01:00:00,DEBW046,2022-10-06 01:00:00,11.0,20,15,sehr gut
2022-10-06 02:00:00,DEBW046,2022-10-06 02:00:00,11.0,10,14,sehr gut
2022-10-06 03:00:00,DEBW046,2022-10-06 03:00:00,12.0,7,12,sehr gut
2022-10-06 04:00:00,DEBW046,2022-10-06 04:00:00,12.0,5,12,sehr gut
2022-10-06 05:00:00,DEBW046,2022-10-06 05:00:00,12.0,5,12,sehr gut
2022-10-06 06:00:00,DEBW046,2022-10-06 06:00:00,12.0,-,14,sehr gut
2022-10-06 07:00:00,DEBW046,2022-10-06 07:00:00,12.0,0.7,20,sehr gut
2022-10-06 08:00:00,DEBW046,2022-10-06 08:00:00,12.0,1,25,gut
2022-10-06 09:00:00,DEBW046,2022-10-06 09:00:00,13.0,2,27,gut
2022-10-06 10:00:00,DEBW046,2022-10-06 10:00:00,13.0,5,30,gut
2022-10-06 11:00:00,DEBW046,2022-10-06 11:00:00,13.0,28,14,sehr gut
2022-10-06 12:00:00,DEBW046,2022-10-06 12:00:00,13.0,47,9,sehr gut
2022-10-06 13:00:00,DEBW046,2022-10-06 13:00:00,13.0,63,8,gut
2022-10-06 14:00:00,DEBW046,2022-10-06 14:00:00,14.0,71,6,gut
2022-10-06 15:00:00,DEBW046,2022-10-06 15:00:00,14.0,56,11,sehr gut
2022-10-06 16:00:00,DEBW046,2022-10-06 16:00:00,14.0,62,9,gut
2022-10-06 17:00:00,DEBW046,2022-10-06 17:00:00,14.0,69,10,gut
2022-10-06 18:00:00,DEBW046,2022-10-06 18:00:00,15.0,64,8,gut
2022-10-06 19:00:00,DEBW046,2022-10-06 19:00:00,15.0,41,20,sehr gut
2022-10-06 20:00:00,DEBW046,2022-10-06 20:00:00,14.0,29,21,gut
2022-10-06 21:00:00,DEBW046,2022-10-06 21:00:00,14.0,22,23,gut
2022-10-06 22:00:00,DEBW046,2022-10-06 22:00:00,14.0,19,21,gut
2022-10-06 23:00:00,DEBW046,2022-10-06 23:00:00,14.0,17,20,sehr gut
2022-10-07 00:00:00,DEBW046,2022-10-07 00:00:00,14.0,20,17,sehr gut
2022-10-07 01:00:00,DEBW046,2022-10-07 01:00:00,14.0,17,20,sehr gut
2022-10-07 02:00:00,DEBW046,2022-10-07 02:00:00,14.0,17,22,gut
2022-10-07 03:00:00,DEBW046,2022-10-07 03:00:00,15.0,-,17,sehr gut
2022-10-07 04:00:00,DEBW046,2022-10-07 04:00:00,14.0,18,13,sehr gut
2022-10-07 05:00:00,DEBW046,2022-10-07 05:00:00,14.0,13,9,sehr gut
2022-10-07 06:00:00,DEBW046,2022-10-07 06:00:00,14.0,20,13,sehr gut
2022-10-07 07:00:00,DEBW046,2022-10-07 07:00:00,15.0,19,17,sehr gut
2022-10-07 08:00:00,DEBW046,2022-10-07 08:00:00,15.0,11,26,gut
2022-10-07 09:00:00,DEBW046,2022-10-07 09:00:00,15.0,15,24,gut
2022-10-07 10:00:00,DEBW046,2022-10-07 10:00:00,15.0,32,11,sehr gut
2022-10-07 11:00:00,DEBW046,2022-10-07 11:00:00,15.0,44,7,sehr gut
2022-10-07 12:00:00,DEBW046,2022-10-07 12:00:00,15.0,42,6,sehr gut
2022-10-07 13:00:00,DEBW046,2022-10-07 13:00:00,15.0,39,8,sehr gut
2022-10-07 14:00:00,DEBW046,2022-10-07 14:00:00,15.0,45,6,sehr gut
2022-10-07 15:00:00,DEBW046,2022-10-07 15:00:00,15.0,53,6,sehr gut
2022-10-07 16:00:00,DEBW046,2022-10-07 16:00:00,15.0,54,5,sehr gut
2022-10-07 17:00:00,DEBW046,2022-10-07 17:00:00,14.0,54,7,sehr gut
2022-10-07 18:00:00,DEBW046,2022-10-07 18:00:00,14.0,52,6,sehr gut
2022-10-07 19:00:00,DEBW046,2022-10-07 19:00:00,15.0,35,15,sehr gut
2022-10-07 20:00:00,DEBW046,2022-10-07 20:00:00,15.0,9,33,gut
2022-10-07 21:00:00,DEBW046,2022-10-07 21:00:00,15.0,7,23,gut
2022-10-07 22:00:00,DEBW046,2022-10-07 22:00:00,15.0,1,24,gut
2022-10-07 23:00:00,DEBW046,2022-10-07 23:00:00,16.0,1,17,sehr gut
2022-10-08 00:00:00,DEBW046,2022-10-08 00:00:00,16.0,0.9,18,sehr gut
2022-10-08 01:00:00,DEBW046,2022-10-08 01:00:00,16.0,0.9,18,sehr gut
2022-10-08 02:00:00,DEBW046,2022-10-08 02:00:00,16.0,0.9,15,sehr gut
2022-10-08 03:00:00,DEBW046,2022-10-08 03:00:00,17.0,0.7,16,sehr gut
2022-10-08 04:00:00,DEBW046,2022-10-08 04:00:00,17.0,-,14,sehr gut
2022-10-08 05:00:00,DEBW046,2022-10-08 05:00:00,17.0,0.8,14,sehr gut
2022-10-08 06:00:00,DEBW046,2022-10-08 06:00:00,18.0,0.8,-,sehr gut
2022-10-08 07:00:00,DEBW046,2022-10-08 07:00:00,18.0,0.8,14,sehr gut
2022-10-08 08:00:00,DEBW046,2022-10-08 08:00:00,18.0,1,16,sehr gut
2022-10-08 09:00:00,DEBW046,2022-10-08 09:00:00,18.0,4,14,sehr gut
2022-10-08 10:00:00,DEBW046,2022-10-08 10:00:00,18.0,11,16,sehr gut
2022-10-08 11:00:00,DEBW046,2022-10-08 11:00:00,18.0,21,10,sehr gut
2022-10-08 12:00:00,DEBW046,2022-10-08 12:00:00,18.0,30,9,sehr gut
2022-10-08 13:00:00,DEBW046,2022-10-08 13:00:00,19.0,35,9,sehr gut
2022-10-08 14:00:00,DEBW046,2022-10-08 14:00:00,19.0,44,7,sehr gut
2022-10-08 15:00:00,DEBW046,2022-10-08 15:00:00,19.0,32,10,sehr gut
2022-10-08 16:00:00,DEBW046,2022-10-08 16:00:00,20.0,34,10,sehr gut
2022-10-08 17:00:00,DEBW046,2022-10-08 17:00:00,20.0,53,6,sehr gut
2022-10-08 18:00:00,DEBW046,2022-10-08 18:00:00,20.0,55,11,sehr gut
2022-10-08 19:00:00,DEBW046,2022-10-08 19:00:00,19.0,57,10,sehr gut
2022-10-08 20:00:00,DEBW046,2022-10-08 20:00:00,19.0,41,13,sehr gut
2022-10-08 21:00:00,DEBW046,2022-10-08 21:00:00,19.0,18,20,sehr gut
2022-10-08 22:00:00,DEBW046,2022-10-08 22:00:00,18.0,6,23,gut
2022-10-08 23:00:00,DEBW046,2022-10-08 23:00:00,18.0,6,18,sehr gut
2022-10-09 00:00:00,DEBW046,2022-10-09 00:00:00,18.0,2,19,sehr gut
2022-10-09 01:00:00,DEBW046,2022-10-09 01:00:00,18.0,8,22,gut
2022-10-09 02:00:00,DEBW046,2022-10-09 02:00:00,17.0,21,12,sehr gut
2022-10-09 03:00:00,DEBW046,2022-10-09 03:00:00,17.0,16,14,sehr gut
2022-10-09 04:00:00,DEBW046,2022-10-09 04:00:00,17.0,6,21,gut
2022-10-09 05:00:00,DEBW046,2022-10-09 05:00:00,16.0,-,22,gut
2022-10-09 06:00:00,DEBW046,2022-10-09 06:00:00,16.0,8,22,gut
2022-10-09 07:00:00,DEBW046,2022-10-09 07:00:00,15.0,10,17,sehr gut
2022-10-09 08:00:00,DEBW046,2022-10-09 08:00:00,15.0,12,14,sehr gut
2022-10-09 09:00:00,DEBW046,2022-10-09 09:00:00,14.0,16,11,sehr gut
2022-10-09 10:00:00,DEBW046,2022-10-09 10:00:00,14.0,19,10,sehr gut
2022-10-09 11:00:00,DEBW046,2022-10-09 11:00:00,13.0,29,8,sehr gut
2022-10-09 12:00:00,DEBW046,2022-10-09 12:00:00,13.0,34,7,sehr gut
2022-10-09 13:00:00,DEBW046,2022-10-09 13:00:00,12.0,47,5,sehr gut
2022-10-09 14:00:00,DEBW046,2022-10-09 14:00:00,12.0,52,5,sehr gut
2022-10-09 15:00:00,DEBW046,2022-10-09 15:00:00,11.0,49,6,sehr gut
2022-10-09 16:00:00,DEBW046,2022-10-09 16:00:00,11.0,47,6,sehr gut
2022-10-09 17:00:00,DEBW046,2022-10-09 17:00:00,11.0,43,6,sehr gut
2022-10-09 18:00:00,DEBW046,2022-10-09 18:00:00,11.0,38,7,sehr gut
2022-10-09 19:00:00,DEBW046,2022-10-09 19:00:00,10.0,32,8,sehr gut
2022-10-09 20:00:00,DEBW046,2022-10-09 20:00:00,10.0,28,8,sehr gut
2022-10-09 21:00:00,DEBW046,2022-10-09 21:00:00,10.0,29,8,sehr gut
2022-10-09 22:00:00,DEBW046,2022-10-09 22:00:00,10.0,24,8,sehr gut
2022-10-09 23:00:00,DEBW046,2022-10-09 23:00:00,10.0,19,7,sehr gut
2022-10-10 00:00:00,DEBW046,2022-10-10 00:00:00,10.0,10,9,sehr gut
2022-10-10 01:00:00,DEBW046,2022-10-10 01:00:00,10.0,2,10,sehr gut
2022-10-10 02:00:00,DEBW046,2022-10-10 02:00:00,10.0,1,9,sehr gut
2022-10-10 03:00:00,DEBW046,2022-10-10 03:00:00,10.0,1,8,sehr gut
2022-10-10 04:00:00,DEBW046,2022-10-10 04:00:00,10.0,3,8,sehr gut
2022-10-10 05:00:00,DEBW046,2022-10-10 05:00:00,10.0,10,10,sehr gut
2022-10-10 06:00:00,DEBW046,2022-10-10 06:00:00,11.0,-,11,sehr gut
2022-10-10 07:00:00,DEBW046,2022-10-10 07:00:00,11.0,7,11,sehr gut
2022-10-10 08:00:00,DEBW046,2022-10-10 08:00:00,11.0,7,13,sehr gut
2022-10-10 09:00:00,DEBW046,2022-10-10 09:00:00,11.0,10,11,sehr gut
2022-10-10 10:00:00,DEBW046,2022-10-10 10:00:00,12.0,14,8,sehr gut
2022-10-10 11:00:00,DEBW046,2022-10-10 11:00:00,12.0,20,6,sehr gut
2022-10-10 12:00:00,DEBW046,2022-10-10 12:00:00,12.0,25,6,sehr gut
2022-10-10 13:00:00,DEBW046,2022-10-10 13:00:00,13.0,24,8,sehr gut
2022-10-10 14:00:00,DEBW046,2022-10-10 14:00:00,13.0,30,6,sehr gut
2022-10-10 15:00:00,DEBW046,2022-10-10 15:00:00,13.0,30,8,sehr gut
2022-10-10 16:00:00,DEBW046,2022-10-10 16:00:00,13.0,39,6,sehr gut
2022-10-10 17:00:00,DEBW046,2022-10-10 17:00:00,13.0,49,5,sehr gut
2022-10-10 18:00:00,DEBW046,2022-10-10 18:00:00,14.0,47,7,sehr gut
2022-10-10 19:00:00,DEBW046,2022-10-10 19:00:00,14.0,23,28,gut
2022-10-10 20:00:00,DEBW046,2022-10-10 20:00:00,14.0,2,41,mäßig
2022-10-10 21:00:00,DEBW046,2022-10-10 21:00:00,14.0,2,31,gut
2022-10-10 22:00:00,DEBW046,2022-10-10 22:00:00,15.0,2,24,gut
2022-10-10 23:00:00,DEBW046,2022-10-10 23:00:00,15.0,1,19,sehr gut
2022-10-11 00:00:00,DEBW046,2022-10-11 00:00:00,15.0,1,18,sehr gut
2022-10-11 01:00:00,DEBW046,2022-10-11 01:00:00,16.0,11,21,gut
2022-10-11 02:00:00,DEBW046,2022-10-11 02:00:00,16.0,37,10,sehr gut
2022-10-11 03:00:00,DEBW046,2022-10-11 03:00:00,16.0,-,-,sehr gut
2022-10-11 04:00:00,DEBW046,2022-10-11 04:00:00,16.0,28,6,sehr gut
2022-10-11 05:00:00,DEBW046,2022-10-11 05:00:00,15.0,18,8,sehr gut
2022-10-11 06:00:00,DEBW046,2022-10-11 06:00:00,15.0,18,9,sehr gut
2022-10-11 07:00:00,DEBW046,2022-10-11 07:00:00,15.0,3,20,sehr gut
2022-10-11 08:00:00,DEBW046,2022-10-11 08:00:00,15.0,1,24,gut
2022-10-11 09:00:00,DEBW046,2022-10-11 09:00:00,15.0,1,26,gut
2022-10-11 10:00:00,DEBW046,2022-10-11 10:00:00,15.0,6,31,gut
2022-10-11 11:00:00,DEBW046,2022-10-11 11:00:00,15.0,33,14,sehr gut
2022-10-11 12:00:00,DEBW046,2022-10-11 12:00:00,15.0,44,10,sehr gut
2022-10-11 13:00:00,DEBW046,2022-10-11 13:00:00,16.0,50,7,sehr gut
2022-10-11 14:00:00,DEBW046,2022-10-11 14:00:00,16.0,38,14,sehr gut
2022-10-11 15:00:00,DEBW046,2022-10-11 15:00:00,16.0,45,13,sehr gut
2022-10-11 16:00:00,DEBW046,2022-10-11 16:00:00,17.0,54,9,sehr gut
2022-10-11 17:00:00,DEBW046,2022-10-11 17:00:00,17.0,53,10,sehr gut
2022-10-11 18:00:00,DEBW046,2022-10-11 18:00:00,17.0,45,10,sehr gut
2022-10-11 19:00:00,DEBW046,2022-10-11 19:00:00,18.0,32,16,sehr gut
2022-10-11 20:00:00,DEBW046,2022-10-11 20:00:00,18.0,28,13,sehr gut
2022-10-11 21:00:00,DEBW046,2022-10-11 21:00:00,18.0,23,13,sehr gut
2022-10-11 22:00:00,DEBW046,2022-10-11 22:00:00,18.0,11,19,sehr gut
2022-10-11 23:00:00,DEBW046,2022-10-11 23:00:00,18.0,10,20,sehr gut
2022-10-12 00:00:00,DEBW046,2022-10-12 00:00:00,18.0,7,17,sehr gut
2022-10-12 01:00:00,DEBW046,2022-10-12 01:00:00,19.0,12,14,sehr gut
2022-10-12 02:00:00,DEBW046,2022-10-12 02:00:00,19.0,17,11,sehr gut
2022-10-12 03:00:00,DEBW046,2022-10-12 03:00:00,19.0,16,10,sehr gut
2022-10-12 04:00:00,DEBW046,2022-10-12 04:00:00,20.0,-,9,sehr gut
2022-10-12 05:00:00,DEBW046,2022-10-12 05:00:00,21.0,20,9,gut
2022-10-12 06:00:00,DEBW046,2022-10-12 06:00:00,21.0,32,10,gut
2022-10-12 07:00:00,DEBW046,2022-10-12 07:00:00,22.0,30,13,gut
2022-10-12 08:00:00,DEBW046,2022-10-12 08:00:00,23.0,26,16,gut
2022-10-12 09:00:00,DEBW046,2022-10-12 09:00:00,23.0,11,24,gut
2022-10-12 10:00:00,DEBW046,2022-10-12 10:00:00,24.0,12,17,gut
2022-10-12 11:00:00,DEBW046,2022-10-12 11:00:00,24.0,19,14,gut
2022-10-12 12:00:00,DEBW046,2022-10-12 12:00:00,24.0,31,8,gut
2022-10-12 13:00:00,DEBW046,2022-10-12 13:00:00,24.0,47,9,gut
2022-10-12 14:00:00,DEBW046,2022-10-12 14:00:00,24.0,49,5,gut
2022-10-12 15:00:00,DEBW046,2022-10-12 15:00:00,24.0,49,8,gut
2022-10-12 16:00:00,DEBW046,2022-10-12 16:00:00,24.0,51,8,gut
2022-10-12 17:00:00,DEBW046,2022-10-12 17:00:00,24.0,47,11,gut
2022-10-12 18:00:00,DEBW046,2022-10-12 18:00:00,24.0,48,7,gut
2022-10-12 19:00:00,DEBW046,2022-10-12 19:00:00,24.0,39,13,gut
2022-10-12 20:00:00,DEBW046,2022-10-12 20:00:00,24.0,15,27,gut
2022-10-12 21:00:00,DEBW046,2022-10-12 21:00:00,24.0,2,29,gut
2022-10-12 22:00:00,DEBW046,2022-10-12 22:00:00,24.0,1,18,gut
2022-10-12 23:00:00,DEBW046,2022-10-12 23:00:00,25.0,1,17,gut
2022-10-13 00:00:00,DEBW046,2022-10-13 00:00:00,25.0,1,16,gut
2022-10-13 01:00:00,DEBW046,2022-10-13 01:00:00,25.0,0.9,13,gut
2022-10-13 02:00:00,DEBW046,2022-10-13 02:00:00,25.0,0.9,12,gut
2022-10-13 03:00:00,DEBW046,2022-10-13 03:00:00,25.0,3,10,gut
2022-10-13 04:00:00,DEBW046,2022-10-13 04:00:00,25.0,1,10,gut
2022-10-13 05:00:00,DEBW046,2022-10-13 05:00:00,25.0,-,9,gut
2022-10-13 06:00:00,DEBW046,2022-10-13 06:00:00,24.0,25,7,gut
2022-10-13 07:00:00,DEBW046,2022-10-13 07:00:00,24.0,26,13,gut
2022-10-13 08:00:00,DEBW046,2022-10-13 08:00:00,24.0,46,8,gut
2022-10-13 09:00:00,DEBW046,2022-10-13 09:00:00,24.0,43,8,gut
2022-10-13 10:00:00,DEBW046,2022-10-13 10:00:00,24.0,44,8,gut
2022-10-13 11:00:00,DEBW046,2022-10-13 11:00:00,24.0,49,8,gut
2022-10-13 12:00:00,DEBW046,2022-10-13 12:00:00,24.0,55,5,gut
2022-10-13 13:00:00,DEBW046,2022-10-13 13:00:00,25.0,54,5,gut
2022-10-13 14:00:00,DEBW046,2022-10-13 14:00:00,25.0,48,6,gut
2022-10-13 15:00:00,DEBW046,2022-10-13 15:00:00,25.0,52,5,gut
2022-10-13 16:00:00,DEBW046,2022-10-13 16:00:00,25.0,49,6,gut
2022-10-13 17:00:00,DEBW046,2022-10-13 17:00:00,25.0,48,7,gut
2022-10-13 18:00:00,DEBW046,2022-10-13 18:00:00,25.0,34,11,gut
2022-10-13 19:00:00,DEBW046,2022-10-13 19:00:00,26.0,29,12,gut
2022-10-13 20:00:00,DEBW046,2022-10-13 20:00:00,26.0,16,24,gut
2022-10-13 21:00:00,DEBW046,2022-10-13 21:00:00,26.0,8,26,gut
2022-10-13 22:00:00,DEBW046,2022-10-13 22:00:00,26.0,7,23,gut
2022-10-13 23:00:00,DEBW046,2022-10-13 23:00:00,25.0,9,19,gut
2022-10-14 00:00:00,DEBW046,2022-10-14 00:00:00,25.0,35,9,gut
2022-10-14 01:00:00,DEBW046,2022-10-14 01:00:00,24.0,33,9,gut
2022-10-14 02:00:00,DEBW046,2022-10-14 02:00:00,24.0,28,4,gut
2022-10-14 03:00:00,DEBW046,2022-10-14 03:00:00,23.0,28,6,gut
2022-10-14 04:00:00,DEBW046,2022-10-14 04:00:00,23.0,27,-,gut
2022-10-14 05:00:00,DEBW046,2022-10-14 05:00:00,22.0,26,4,gut
2022-10-14 06:00:00,DEBW046,2022-10-14 06:00:00,22.0,-,7,gut
2022-10-14 07:00:00,DEBW046,2022-10-14 07:00:00,22.0,8,22,gut
2022-10-14 08:00:00,DEBW046,2022-10-14 08:00:00,21.0,6,27,gut
2022-10-14 09:00:00,DEBW046,2022-10-14 09:00:00,21.0,8,25,gut
2022-10-14 10:00:00,DEBW046,2022-10-14 10:00:00,20.0,22,15,sehr gut
2022-10-14 11:00:00,DEBW046,2022-10-14 11:00:00,19.0,27,10,sehr gut
2022-10-14 12:00:00,DEBW046,2022-10-14 12:00:00,18.0,34,7,sehr gut
2022-10-14 13:00:00,DEBW046,2022-10-14 13:00:00,17.0,38,8,sehr gut
2022-10-14 14:00:00,DEBW046,2022-10-14 14:00:00,16.0,40,9,sehr gut
2022-10-14 15:00:00,DEBW046,2022-10-14 15:00:00,15.0,43,9,sehr gut
2022-10-14 16:00:00,DEBW046,2022-10-14 16:00:00,15.0,45,7,sehr gut
2022-10-14 17:00:00,DEBW046,2022-10-14 17:00:00,14.0,41,8,sehr gut
2022-10-14 18:00:00,DEBW046,2022-10-14 18:00:00,13.0,42,8,sehr gut
2022-10-14 19:00:00,DEBW046,2022-10-14 19:00:00,13.0,33,11,sehr gut
2022-10-14 20:00:00,DEBW046,2022-10-14 20:00:00,12.0,31,9,sehr gut
2022-10-14 21:00:00,DEBW046,2022-10-14 21:00:00,12.0,26,10,sehr gut
2022-10-14 22:00:00,DEBW046,2022-10-14 22:00:00,11.0,29,7,sehr gut
2022-10-14 23:00:00,DEBW046,2022-10-14 23:00:00,10.0,41,5,sehr gut
2022-10-15 00:00:00,DEBW046,2022-10-15 00:00:00,10.0,52,3,sehr gut
2022-10-15 01:00:00,DEBW046,2022-10-15 01:00:00,10.0,52,3,sehr gut
2022-10-15 02:00:00,DEBW046,2022-10-15 02:00:00,9.0,49,3,sehr gut
2022-10-15 03:00:00,DEBW046,2022-10-15 03:00:00,9.0,-,2,sehr gut
2022-10-15 04:00:00,DEBW046,2022-10-15 04:00:00,9.0,42,4,sehr gut
2022-10-15 05:00:00,DEBW046,2022-10-15 05:00:00,8.0,41,3,sehr gut
2022-10-15 06:00:00,DEBW046,2022-10-15 06:00:00,8.0,39,2,sehr gut
2022-10-15 07:00:00,DEBW046,2022-10-15 07:00:00,7.0,38,2,sehr gut
2022-10-15 08:00:00,DEBW046,2022-10-15 08:00:00,7.0,34,3,sehr gut
2022-10-15 09:00:00,DEBW046,2022-10-15 09:00:00,7.0,34,2,sehr gut
2022-10-15 10:00:00,DEBW046,2022-10-15 10:00:00,6.0,35,2,sehr gut
2022-10-15 11:00:00,DEBW046,2022-10-15 11:00:00,6.0,30,4,sehr gut
2022-10-15 12:00:00,DEBW046,2022-10-15 12:00:00,6.0,34,3,sehr gut
2022-10-15 13:00:00,DEBW046,2022-10-15 13:00:00,6.0,37,3,sehr gut
2022-10-15 14:00:00,DEBW046,2022-10-15 14:00:00,6.0,43,2,sehr gut
2022-10-15 15:00:00,DEBW046,2022-10-15 15:00:00,6.0,37,2,sehr gut
2022-10-15 16:00:00,DEBW046,2022-10-15 16:00:00,6.0,38,3,sehr gut
2022-10-15 17:00:00,DEBW046,2022-10-15 17:00:00,6.0,40,3,sehr gut
2022-10-15 18:00:00,DEBW046,2022-10-15 18:00:00,5.0,35,5,sehr gut
2022-10-15 19:00:00,DEBW046,2022-10-15 19:00:00,5.0,28,6,sehr gut
2022-10-15 20:00:00,DEBW046,2022-10-15 20:00:00,5.0,23,9,sehr gut
2022-10-15 21:00:00,DEBW046,2022-10-15 21:00:00,5.0,23,9,sehr gut
2022-10-15 22:00:00,DEBW046,2022-10-15 22:00:00,6.0,22,7,sehr gut
2022-10-15 23:00:00,DEBW046,2022-10-15 23:00:00,6.0,11,14,sehr gut
2022-10-16 00:00:00,DEBW046,2022-10-16 00:00:00,6.0,4,17,sehr gut
2022-10-16 01:00:00,DEBW046,2022-10-16 01:00:00,6.0,2,18,sehr gut
2022-10-16 02:00:00,DEBW046,2022-10-16 02:00:00,7.0,2,12,sehr gut
2022-10-16 03:00:00,DEBW046,2022-10-16 03:00:00,7.0,1,11,sehr gut
2022-10-16 04:00:00,DEBW046,2022-10-16 04:00:00,8.0,-,10,sehr gut
2022-10-16 05:00:00,DEBW046,2022-10-16 05:00:00,8.0,1,8,sehr gut
2022-10-16 06:00:00,DEBW046,2022-10-16 06:00:00,9.0,1,8,sehr gut
2022-10-16 07:00:00,DEBW046,2022-10-16 07:00:00,9.0,0.5,7,sehr gut
2022-10-16 08:00:00,DEBW046,2022-10-16 08:00:00,9.0,0.3,7,sehr gut
2022-10-16 09:00:00,DEBW046,2022-10-16 09:00:00,10.0,1,6,sehr gut
2022-10-16 10:00:00,DEBW046,2022-10-16 10:00:00,10.0,4,8,sehr gut
2022-10-16 11:00:00,DEBW046,2022-10-16 11:00:00,10.0,14,7,sehr gut
2022-10-16 12:00:00,DEBW046,2022-10-16 12:00:00,11.0,23,4,sehr gut
2022-10-16 13:00:00,DEBW046,2022-10-16 13:00:00,11.0,35,3,sehr gut
2022-10-16 14:00:00,DEBW046,2022-10-16 14:00:00,11.0,50,2,sehr gut
2022-10-16 15:00:00,DEBW046,2022-10-16 15:00:00,11.0,58,1,sehr gut
2022-10-16 16:00:00,DEBW046,2022-10-16 16:00:00,11.0,62,1,gut
